country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,loc,res,rec,park,resMA7,recMA7,parkMA7,loch,town,dateTown,tests
IL,Israel,NA,NA,NA,NA,NA,2020-02-15,13,9,64,14,1,-3,israel,-3,13,64,NA,NA,NA,israel,ישראל,2020-02-15israel,NA
IL,Israel,Center District,NA,NA,IL-M,NA,2020-02-15,9,10,75,10,1,-3,center,-3,9,75,NA,NA,NA,center,אזור מרכז,2020-02-15center,NA
IL,Israel,Center District,NA,NA,NA,NA,2020-02-15,14,7,63,11,4,-2,hasharon,-2,14,63,NA,NA,NA,נתניה,נתניה,2020-02-15נתניה,NA
IL,Israel,Center District,NA,NA,NA,NA,2020-02-15,1,5,65,11,1,-3,petach tikva,-3,1,65,NA,NA,NA,פתח תקווה,פתח תקווה,2020-02-15פתח תקווה,NA
IL,Israel,Center District,NA,NA,NA,NA,2020-02-15,12,8,81,7,1,-3,ramla,-3,12,81,NA,NA,NA,רמלה,רמלה,2020-02-15רמלה,NA
IL,Israel,Center District,NA,NA,NA,NA,2020-02-15,5,-2,89,12,1,-3,rehovot,-3,5,89,NA,NA,NA,רחובות,רחובות,2020-02-15רחובות,NA
IL,Israel,Haifa District,NA,NA,IL-HA,NA,2020-02-15,9,5,28,8,0,-1,haifa-district,-1,9,28,NA,NA,NA,haifa-district,אזור חיפה,2020-02-15haifa-district,NA
IL,Israel,Haifa District,NA,NA,NA,NA,2020-02-15,9,3,49,11,2,-2,hadera,-2,9,49,NA,NA,NA,חדרה,חדרה,2020-02-15חדרה,NA
IL,Israel,Haifa District,NA,NA,NA,NA,2020-02-15,7,5,7,3,0,-1,haifa,-1,7,7,NA,NA,NA,חיפה,חיפה,2020-02-15חיפה,NA
IL,Israel,Jerusalem District,NA,NA,IL-JM,NA,2020-02-15,12,2,67,20,1,-3,jerusalem,-3,12,67,NA,NA,NA,ירושלים,ירושלים,2020-02-15ירושלים,NA
IL,Israel,North District,NA,NA,IL-Z,NA,2020-02-15,20,10,51,8,1,-2,north,-2,20,51,NA,NA,NA,north,אזור צפון,2020-02-15north,NA
IL,Israel,North District,NA,NA,NA,NA,2020-02-15,11,9,39,4,1,-1,akko,-1,11,39,NA,NA,NA,עכו,עכו,2020-02-15עכו,NA
IL,Israel,North District,NA,NA,NA,NA,2020-02-15,10,NA,46,17,3,NA,golan,NA,10,46,NA,NA,NA,קצרין,קצרין,2020-02-15קצרין,NA
IL,Israel,North District,NA,NA,NA,NA,2020-02-15,44,21,64,19,4,-2,kinneret,-2,44,64,NA,NA,NA,טבריה,טבריה,2020-02-15טבריה,NA
IL,Israel,North District,NA,NA,NA,NA,2020-02-15,23,18,55,23,1,-2,tzfat,-2,23,55,NA,NA,NA,צפת,צפת,2020-02-15צפת,NA
IL,Israel,North District,NA,NA,NA,NA,2020-02-15,21,1,58,13,0,-2,yizrael,-2,21,58,NA,NA,NA,עפולה,עפולה,2020-02-15עפולה,NA
IL,Israel,South District,NA,NA,IL-D,NA,2020-02-15,18,12,68,28,2,-3,south,-3,18,68,NA,NA,NA,south,אזור דרום,2020-02-15south,NA
IL,Israel,South District,NA,NA,NA,NA,2020-02-15,23,16,90,33,3,-3,ashkelon,-3,23,90,NA,NA,NA,אשקלון,אשקלון,2020-02-15אשקלון,NA
IL,Israel,South District,NA,NA,NA,NA,2020-02-15,16,5,75,21,2,-3,be'er-sheva,-3,16,75,NA,NA,NA,באר שבע,באר שבע,2020-02-15באר שבע,NA
IL,Israel,Tel Aviv District,NA,NA,IL-TA,NA,2020-02-15,10,12,69,13,-1,-3,tlv,-3,10,69,NA,NA,NA,תל אביב-יפו,תל אביב-יפו,2020-02-15תל אביב-יפו,NA
IL,Israel,NA,NA,NA,NA,NA,2020-02-16,2,1,12,1,1,0,israel,0,2,12,NA,NA,NA,israel,ישראל,2020-02-16israel,NA
IL,Israel,Center District,NA,NA,IL-M,NA,2020-02-16,2,1,7,0,1,0,center,0,2,7,NA,NA,NA,center,אזור מרכז,2020-02-16center,NA
IL,Israel,Center District,NA,NA,NA,NA,2020-02-16,3,-1,-1,0,2,0,hasharon,0,3,-1,NA,NA,NA,נתניה,נתניה,2020-02-16נתניה,NA
IL,Israel,Center District,NA,NA,NA,NA,2020-02-16,4,0,8,2,2,0,petach tikva,0,4,8,NA,NA,NA,פתח תקווה,פתח תקווה,2020-02-16פתח תקווה,NA
IL,Israel,Center District,NA,NA,NA,NA,2020-02-16,3,6,2,-1,2,0,ramla,0,3,2,NA,NA,NA,רמלה,רמלה,2020-02-16רמלה,NA
IL,Israel,Center District,NA,NA,NA,NA,2020-02-16,0,0,3,-1,2,0,rehovot,0,0,3,NA,NA,NA,רחובות,רחובות,2020-02-16רחובות,NA
IL,Israel,Haifa District,NA,NA,IL-HA,NA,2020-02-16,3,2,17,2,1,0,haifa-district,0,3,17,NA,NA,NA,haifa-district,אזור חיפה,2020-02-16haifa-district,NA
IL,Israel,Haifa District,NA,NA,NA,NA,2020-02-16,4,-1,23,5,2,0,hadera,0,4,23,NA,NA,NA,חדרה,חדרה,2020-02-16חדרה,NA
IL,Israel,Haifa District,NA,NA,NA,NA,2020-02-16,2,2,13,0,1,0,haifa,0,2,13,NA,NA,NA,חיפה,חיפה,2020-02-16חיפה,NA
IL,Israel,Jerusalem District,NA,NA,IL-JM,NA,2020-02-16,-2,-7,3,1,1,1,jerusalem,1,-2,3,NA,NA,NA,ירושלים,ירושלים,2020-02-16ירושלים,NA
IL,Israel,North District,NA,NA,IL-Z,NA,2020-02-16,5,5,28,4,1,-1,north,-1,5,28,NA,NA,NA,north,אזור צפון,2020-02-16north,NA
IL,Israel,North District,NA,NA,NA,NA,2020-02-16,7,5,23,5,0,-1,akko,-1,7,23,NA,NA,NA,עכו,עכו,2020-02-16עכו,NA
IL,Israel,North District,NA,NA,NA,NA,2020-02-16,20,NA,27,17,7,-4,golan,-4,20,27,NA,NA,NA,קצרין,קצרין,2020-02-16קצרין,NA
IL,Israel,North District,NA,NA,NA,NA,2020-02-16,12,5,49,8,2,-1,kinneret,-1,12,49,NA,NA,NA,טבריה,טבריה,2020-02-16טבריה,NA
IL,Israel,North District,NA,NA,NA,NA,2020-02-16,0,6,29,2,0,-1,tzfat,-1,0,29,NA,NA,NA,צפת,צפת,2020-02-16צפת,NA
IL,Israel,North District,NA,NA,NA,NA,2020-02-16,5,5,23,4,1,-1,yizrael,-1,5,23,NA,NA,NA,עפולה,עפולה,2020-02-16עפולה,NA
IL,Israel,South District,NA,NA,IL-D,NA,2020-02-16,0,0,7,0,1,1,south,1,0,7,NA,NA,NA,south,אזור דרום,2020-02-16south,NA
IL,Israel,South District,NA,NA,NA,NA,2020-02-16,0,3,2,-1,1,1,ashkelon,1,0,2,NA,NA,NA,אשקלון,אשקלון,2020-02-16אשקלון,NA
IL,Israel,South District,NA,NA,NA,NA,2020-02-16,0,1,9,1,1,0,be'er-sheva,0,0,9,NA,NA,NA,באר שבע,באר שבע,2020-02-16באר שבע,NA
IL,Israel,Tel Aviv District,NA,NA,IL-TA,NA,2020-02-16,6,2,17,1,1,0,tlv,0,6,17,NA,NA,NA,תל אביב-יפו,תל אביב-יפו,2020-02-16תל אביב-יפו,NA
IL,Israel,NA,NA,NA,NA,NA,2020-02-17,3,1,9,1,1,0,israel,0,3,9,NA,NA,NA,israel,ישראל,2020-02-17israel,NA
IL,Israel,Center District,NA,NA,IL-M,NA,2020-02-17,3,2,8,1,1,0,center,0,3,8,NA,NA,NA,center,אזור מרכז,2020-02-17center,NA
IL,Israel,Center District,NA,NA,NA,NA,2020-02-17,2,-2,12,1,1,0,hasharon,0,2,12,NA,NA,NA,נתניה,נתניה,2020-02-17נתניה,NA
IL,Israel,Center District,NA,NA,NA,NA,2020-02-17,3,0,5,1,1,0,petach tikva,0,3,5,NA,NA,NA,פתח תקווה,פתח תקווה,2020-02-17פתח תקווה,NA
IL,Israel,Center District,NA,NA,NA,NA,2020-02-17,5,4,9,1,1,0,ramla,0,5,9,NA,NA,NA,רמלה,רמלה,2020-02-17רמלה,NA
IL,Israel,Center District,NA,NA,NA,NA,2020-02-17,2,1,8,2,1,0,rehovot,0,2,8,NA,NA,NA,רחובות,רחובות,2020-02-17רחובות,NA
IL,Israel,Haifa District,NA,NA,IL-HA,NA,2020-02-17,5,0,5,1,0,0,haifa-district,0,5,5,NA,NA,NA,haifa-district,אזור חיפה,2020-02-17haifa-district,NA
IL,Israel,Haifa District,NA,NA,NA,NA,2020-02-17,5,-1,16,2,1,0,hadera,0,5,16,NA,NA,NA,חדרה,חדרה,2020-02-17חדרה,NA
IL,Israel,Haifa District,NA,NA,NA,NA,2020-02-17,4,0,4,0,0,0,haifa,0,4,4,NA,NA,NA,חיפה,חיפה,2020-02-17חיפה,NA
IL,Israel,Jerusalem District,NA,NA,IL-JM,NA,2020-02-17,14,-3,11,4,0,0,jerusalem,0,14,11,NA,NA,NA,ירושלים,ירושלים,2020-02-17ירושלים,NA
IL,Israel,North District,NA,NA,IL-Z,NA,2020-02-17,4,2,36,3,1,0,north,0,4,36,NA,NA,NA,north,אזור צפון,2020-02-17north,NA
IL,Israel,North District,NA,NA,NA,NA,2020-02-17,3,3,17,2,1,0,akko,0,3,17,NA,NA,NA,עכו,עכו,2020-02-17עכו,NA
IL,Israel,North District,NA,NA,NA,NA,2020-02-17,2,NA,96,4,1,-1,golan,-1,2,96,NA,NA,NA,קצרין,קצרין,2020-02-17קצרין,NA
IL,Israel,North District,NA,NA,NA,NA,2020-02-17,11,3,53,8,0,-1,kinneret,-1,11,53,NA,NA,NA,טבריה,טבריה,2020-02-17טבריה,NA
IL,Israel,North District,NA,NA,NA,NA,2020-02-17,9,4,35,5,-1,0,tzfat,0,9,35,NA,NA,NA,צפת,צפת,2020-02-17צפת,NA
IL,Israel,North District,NA,NA,NA,NA,2020-02-17,3,2,17,4,1,0,yizrael,0,3,17,NA,NA,NA,עפולה,עפולה,2020-02-17עפולה,NA
IL,Israel,South District,NA,NA,IL-D,NA,2020-02-17,4,2,11,3,1,0,south,0,4,11,NA,NA,NA,south,אזור דרום,2020-02-17south,NA
IL,Israel,South District,NA,NA,NA,NA,2020-02-17,3,1,7,0,1,0,ashkelon,0,3,7,NA,NA,NA,אשקלון,אשקלון,2020-02-17אשקלון,NA
IL,Israel,South District,NA,NA,NA,NA,2020-02-17,4,7,13,4,1,0,be'er-sheva,0,4,13,NA,NA,NA,באר שבע,באר שבע,2020-02-17באר שבע,NA
IL,Israel,Tel Aviv District,NA,NA,IL-TA,NA,2020-02-17,0,0,8,-1,1,0,tlv,0,0,8,NA,NA,NA,תל אביב-יפו,תל אביב-יפו,2020-02-17תל אביב-יפו,NA
IL,Israel,NA,NA,NA,NA,NA,2020-02-18,2,0,8,1,1,0,israel,0,2,8,-0.42857142857142855,3.571428571428571,19.428571428571423,israel,ישראל,2020-02-18israel,NA
IL,Israel,Center District,NA,NA,IL-M,NA,2020-02-18,3,0,5,2,1,0,center,0,3,5,-0.42857142857142855,2.714285714285714,16.142857142857142,center,אזור מרכז,2020-02-18center,NA
IL,Israel,Center District,NA,NA,NA,NA,2020-02-18,1,-4,-4,2,0,0,hasharon,0,1,-4,-0.2857142857142857,2.7142857142857144,16.285714285714285,נתניה,נתניה,2020-02-18נתניה,NA
IL,Israel,Center District,NA,NA,NA,NA,2020-02-18,1,-3,0,2,1,0,petach tikva,0,1,0,-0.42857142857142855,1.2857142857142856,11.857142857142856,פתח תקווה,פתח תקווה,2020-02-18פתח תקווה,NA
IL,Israel,Center District,NA,NA,NA,NA,2020-02-18,4,3,7,2,2,0,ramla,0,4,7,-0.42857142857142855,4.285714285714285,15.571428571428571,רמלה,רמלה,2020-02-18רמלה,NA
IL,Israel,Center District,NA,NA,NA,NA,2020-02-18,3,0,12,4,0,0,rehovot,0,3,12,-0.42857142857142855,1.2857142857142856,19.285714285714285,רחובות,רחובות,2020-02-18רחובות,NA
IL,Israel,Haifa District,NA,NA,IL-HA,NA,2020-02-18,1,-1,-4,-1,1,0,haifa-district,0,1,-4,-0.2857142857142857,3.714285714285714,13.714285714285714,haifa-district,אזור חיפה,2020-02-18haifa-district,NA
IL,Israel,Haifa District,NA,NA,NA,NA,2020-02-18,3,-4,10,1,1,0,hadera,0,3,10,-0.42857142857142855,4.571428571428571,21.999999999999996,חדרה,חדרה,2020-02-18חדרה,NA
IL,Israel,Haifa District,NA,NA,NA,NA,2020-02-18,0,0,-8,-2,0,0,haifa,0,0,-8,-0.2857142857142857,2.857142857142857,9.428571428571429,חיפה,חיפה,2020-02-18חיפה,NA
IL,Israel,Jerusalem District,NA,NA,IL-JM,NA,2020-02-18,2,-6,7,1,0,0,jerusalem,0,2,7,-0.2857142857142857,4.571428571428571,18.428571428571427,ירושלים,ירושלים,2020-02-18ירושלים,NA
IL,Israel,North District,NA,NA,IL-Z,NA,2020-02-18,3,2,17,1,1,0,north,0,3,17,-0.7142857142857142,6.571428571428571,31.428571428571427,north,אזור צפון,2020-02-18north,NA
IL,Israel,North District,NA,NA,NA,NA,2020-02-18,0,1,4,0,1,0,akko,0,0,4,-0.7142857142857142,4.714285714285714,21.714285714285715,עכו,עכו,2020-02-18עכו,NA
IL,Israel,North District,NA,NA,NA,NA,2020-02-18,6,-2,60,4,2,-1,golan,-1,6,60,NA,7.285714285714285,50.14285714285714,קצרין,קצרין,2020-02-18קצרין,NA
IL,Israel,North District,NA,NA,NA,NA,2020-02-18,10,0,39,8,3,0,kinneret,0,10,39,-0.7142857142857142,15.142857142857142,45.14285714285714,טבריה,טבריה,2020-02-18טבריה,NA
IL,Israel,North District,NA,NA,NA,NA,2020-02-18,4,4,15,5,0,1,tzfat,1,4,15,-0.2857142857142857,6.285714285714286,29.57142857142857,צפת,צפת,2020-02-18צפת,NA
IL,Israel,North District,NA,NA,NA,NA,2020-02-18,1,1,13,2,2,0,yizrael,0,1,13,-0.5714285714285714,6.714285714285714,23.857142857142858,עפולה,עפולה,2020-02-18עפולה,NA
IL,Israel,South District,NA,NA,IL-D,NA,2020-02-18,3,2,17,3,0,-1,south,-1,3,17,-0.2857142857142857,3.9999999999999996,21.57142857142857,south,אזור דרום,2020-02-18south,NA
IL,Israel,South District,NA,NA,NA,NA,2020-02-18,1,3,10,1,0,-1,ashkelon,-1,1,10,-0.2857142857142857,3.714285714285714,15.857142857142856,אשקלון,אשקלון,2020-02-18אשקלון,NA
IL,Israel,South District,NA,NA,NA,NA,2020-02-18,5,5,22,5,0,-1,be'er-sheva,-1,5,22,-0.5714285714285714,4.857142857142857,27.57142857142857,באר שבע,באר שבע,2020-02-18באר שבע,NA
IL,Israel,Tel Aviv District,NA,NA,IL-TA,NA,2020-02-18,4,0,16,2,1,0,tlv,0,4,16,-0.42857142857142855,3.1428571428571423,19.428571428571427,תל אביב-יפו,תל אביב-יפו,2020-02-18תל אביב-יפו,NA
IL,Israel,NA,NA,NA,NA,NA,2020-02-19,-3,-5,-10,-2,0,1,israel,1,-3,-10,0.14285714285714285,1.4285714285714284,8.428571428571429,israel,ישראל,2020-02-19israel,NA
IL,Israel,Center District,NA,NA,IL-M,NA,2020-02-19,-4,-7,-21,-4,0,1,center,1,-4,-21,0.14285714285714285,1.4285714285714284,2.571428571428571,center,אזור מרכז,2020-02-19center,NA
IL,Israel,Center District,NA,NA,NA,NA,2020-02-19,-5,-8,-23,-3,1,1,hasharon,1,-5,-23,0,0.5714285714285714,6.428571428571428,נתניה,נתניה,2020-02-19נתניה,NA
IL,Israel,Center District,NA,NA,NA,NA,2020-02-19,-5,-7,-19,-2,1,1,petach tikva,1,-5,-19,0.14285714285714285,1,-0.4285714285714286,פתח תקווה,פתח תקווה,2020-02-19פתח תקווה,NA
IL,Israel,Center District,NA,NA,NA,NA,2020-02-19,-2,-6,-19,-2,1,1,ramla,1,-2,-19,0.14285714285714285,1.9999999999999998,-0.2857142857142855,רמלה,רמלה,2020-02-19רמלה,NA
IL,Israel,Center District,NA,NA,NA,NA,2020-02-19,-7,-7,-21,-6,0,1,rehovot,1,-7,-21,0.14285714285714285,0.42857142857142844,2.9999999999999996,רחובות,רחובות,2020-02-19רחובות,NA
IL,Israel,Haifa District,NA,NA,IL-HA,NA,2020-02-19,0,1,0,-1,1,0,haifa-district,0,0,0,0,1.2857142857142856,6.857142857142858,haifa-district,אזור חיפה,2020-02-19haifa-district,NA
IL,Israel,Haifa District,NA,NA,NA,NA,2020-02-19,-2,-6,-1,0,2,1,hadera,1,-2,-1,0,2.571428571428571,12.57142857142857,חדרה,חדרה,2020-02-19חדרה,NA
IL,Israel,Haifa District,NA,NA,NA,NA,2020-02-19,0,0,4,-2,0,0,haifa,0,0,4,0,0.7142857142857143,4.857142857142857,חיפה,חיפה,2020-02-19חיפה,NA
IL,Israel,Jerusalem District,NA,NA,IL-JM,NA,2020-02-19,-2,-9,2,1,0,1,jerusalem,1,-2,2,0.14285714285714285,2.2857142857142856,7.285714285714286,ירושלים,ירושלים,2020-02-19ירושלים,NA
IL,Israel,North District,NA,NA,IL-Z,NA,2020-02-19,5,4,15,3,1,0,north,0,5,15,-0.2857142857142857,3.1428571428571423,21.42857142857143,north,אזור צפון,2020-02-19north,NA
IL,Israel,North District,NA,NA,NA,NA,2020-02-19,4,3,17,2,0,-1,akko,-1,4,17,-0.42857142857142855,2.428571428571429,14.285714285714285,עכו,עכו,2020-02-19עכו,NA
IL,Israel,North District,NA,NA,NA,NA,2020-02-19,3,NA,14,2,2,0,golan,0,3,14,NA,1.4285714285714288,39.57142857142857,קצרין,קצרין,2020-02-19קצרין,NA
IL,Israel,North District,NA,NA,NA,NA,2020-02-19,9,0,44,12,1,0,kinneret,0,9,44,-0.2857142857142857,8.142857142857142,37,טבריה,טבריה,2020-02-19טבריה,NA
IL,Israel,North District,NA,NA,NA,NA,2020-02-19,-2,5,1,0,0,1,tzfat,1,-2,1,NA,1.1428571428571428,17.714285714285715,צפת,צפת,2020-02-19צפת,NA
IL,Israel,North District,NA,NA,NA,NA,2020-02-19,7,2,7,3,1,0,yizrael,0,7,7,0,3.2857142857142856,12.857142857142858,עפולה,עפולה,2020-02-19עפולה,NA
IL,Israel,South District,NA,NA,IL-D,NA,2020-02-19,-7,-4,-14,-5,0,2,south,2,-7,-14,0.14285714285714285,1.9999999999999998,12.428571428571429,south,אזור דרום,2020-02-19south,NA
IL,Israel,South District,NA,NA,NA,NA,2020-02-19,-8,-5,-30,-9,0,2,ashkelon,2,-8,-30,0.2857142857142857,0.5714285714285714,0.7142857142857141,אשקלון,אשקלון,2020-02-19אשקלון,NA
IL,Israel,South District,NA,NA,NA,NA,2020-02-19,-2,-3,3,-1,0,1,be'er-sheva,1,-2,3,-0.2857142857142857,3.7142857142857135,23.28571428571428,באר שבע,באר שבע,2020-02-19באר שבע,NA
IL,Israel,Tel Aviv District,NA,NA,IL-TA,NA,2020-02-19,-8,-12,-30,-4,0,1,tlv,1,-8,-30,0,1.2857142857142856,7.7142857142857135,תל אביב-יפו,תל אביב-יפו,2020-02-19תל אביב-יפו,NA
IL,Israel,NA,NA,NA,NA,NA,2020-02-20,3,2,9,0,1,0,israel,0,3,9,0.14285714285714285,1.2857142857142856,7.999999999999999,israel,ישראל,2020-02-20israel,NA
IL,Israel,Center District,NA,NA,IL-M,NA,2020-02-20,3,2,3,0,1,0,center,0,3,3,0.14285714285714285,1.2857142857142858,2.428571428571428,center,אזור מרכז,2020-02-20center,NA
IL,Israel,Center District,NA,NA,NA,NA,2020-02-20,2,-1,17,0,1,0,hasharon,0,2,17,0,0.5714285714285714,6.428571428571429,נתניה,נתניה,2020-02-20נתניה,NA
IL,Israel,Center District,NA,NA,NA,NA,2020-02-20,4,0,-3,0,0,0,petach tikva,0,4,-3,0.14285714285714285,0.4285714285714286,-1.1428571428571432,פתח תקווה,פתח תקווה,2020-02-20פתח תקווה,NA
IL,Israel,Center District,NA,NA,NA,NA,2020-02-20,2,2,-5,2,1,0,ramla,0,2,-5,0.14285714285714285,2.1428571428571423,-0.42857142857142794,רמלה,רמלה,2020-02-20רמלה,NA
IL,Israel,Center District,NA,NA,NA,NA,2020-02-20,3,2,5,0,0,0,rehovot,0,3,5,0.14285714285714285,0.5714285714285714,3.1428571428571423,רחובות,רחובות,2020-02-20רחובות,NA
IL,Israel,Haifa District,NA,NA,IL-HA,NA,2020-02-20,4,2,11,4,0,0,haifa-district,0,4,11,0,0.857142857142857,5.142857142857143,haifa-district,אזור חיפה,2020-02-20haifa-district,NA
IL,Israel,Haifa District,NA,NA,NA,NA,2020-02-20,7,-3,11,6,1,-1,hadera,-1,7,11,0,2.4285714285714284,10.57142857142857,חדרה,חדרה,2020-02-20חדרה,NA
IL,Israel,Haifa District,NA,NA,NA,NA,2020-02-20,4,2,12,2,0,0,haifa,0,4,12,0,0.2857142857142858,3.2857142857142856,חיפה,חיפה,2020-02-20חיפה,NA
IL,Israel,Jerusalem District,NA,NA,IL-JM,NA,2020-02-20,0,-4,-1,-4,0,0,jerusalem,0,0,-1,0,2.571428571428571,8.428571428571427,ירושלים,ירושלים,2020-02-20ירושלים,NA
IL,Israel,North District,NA,NA,IL-Z,NA,2020-02-20,4,3,24,4,0,-1,north,-1,4,24,-0.14285714285714285,2.8571428571428568,20.285714285714285,north,אזור צפון,2020-02-20north,NA
IL,Israel,North District,NA,NA,NA,NA,2020-02-20,4,2,21,4,1,-1,akko,-1,4,21,-0.2857142857142857,2.142857142857143,12.285714285714285,עכו,עכו,2020-02-20עכו,NA
IL,Israel,North District,NA,NA,NA,NA,2020-02-20,4,7,50,8,1,-2,golan,-2,4,50,NA,1.571428571428572,40.14285714285714,קצרין,קצרין,2020-02-20קצרין,NA
IL,Israel,North District,NA,NA,NA,NA,2020-02-20,6,-1,21,8,1,0,kinneret,0,6,21,-0.2857142857142857,7.428571428571429,34.57142857142857,טבריה,טבריה,2020-02-20טבריה,NA
IL,Israel,North District,NA,NA,NA,NA,2020-02-20,5,5,28,2,1,0,tzfat,0,5,28,NA,1.2857142857142856,16.57142857142857,צפת,צפת,2020-02-20צפת,NA
IL,Israel,North District,NA,NA,NA,NA,2020-02-20,3,2,12,3,1,0,yizrael,0,3,12,0.14285714285714285,2.714285714285714,11.857142857142858,עפולה,עפולה,2020-02-20עפולה,NA
IL,Israel,South District,NA,NA,IL-D,NA,2020-02-20,4,3,13,2,0,0,south,0,4,13,0.14285714285714285,1.7142857142857142,12.714285714285715,south,אזור דרום,2020-02-20south,NA
IL,Israel,South District,NA,NA,NA,NA,2020-02-20,2,3,0,0,0,0,ashkelon,0,2,0,0.2857142857142857,-0.14285714285714285,0.1428571428571428,אשקלון,אשקלון,2020-02-20אשקלון,NA
IL,Israel,South District,NA,NA,NA,NA,2020-02-20,6,3,23,4,0,0,be'er-sheva,0,6,23,-0.14285714285714285,3.571428571428571,23.71428571428571,באר שבע,באר שבע,2020-02-20באר שבע,NA
IL,Israel,Tel Aviv District,NA,NA,IL-TA,NA,2020-02-20,2,3,8,0,0,0,tlv,0,2,8,0,0.5714285714285714,7.142857142857142,תל אביב-יפו,תל אביב-יפו,2020-02-20תל אביב-יפו,NA
IL,Israel,NA,NA,NA,NA,NA,2020-02-21,5,3,44,6,4,-1,israel,-1,5,44,0.2857142857142857,0.8571428571428571,7,israel,ישראל,2020-02-21israel,NA
IL,Israel,Center District,NA,NA,IL-M,NA,2020-02-21,3,2,36,6,2,-1,center,-1,3,36,0.2857142857142857,1,1.2857142857142854,center,אזור מרכז,2020-02-21center,NA
IL,Israel,Center District,NA,NA,NA,NA,2020-02-21,2,1,50,7,3,-1,hasharon,-1,2,50,0,0.5714285714285714,4.999999999999999,נתניה,נתניה,2020-02-21נתניה,NA
IL,Israel,Center District,NA,NA,NA,NA,2020-02-21,1,0,27,8,2,-1,petach tikva,-1,1,27,0.14285714285714285,5.551115123125783e-17,-1.8571428571428574,פתח תקווה,פתח תקווה,2020-02-21פתח תקווה,NA
IL,Israel,Center District,NA,NA,NA,NA,2020-02-21,6,2,34,6,2,-1,ramla,-1,6,34,0.14285714285714285,2.1428571428571423,-1.5714285714285712,רמלה,רמלה,2020-02-21רמלה,NA
IL,Israel,Center District,NA,NA,NA,NA,2020-02-21,3,0,39,6,1,-1,rehovot,-1,3,39,0.2857142857142857,-5.551115123125783e-17,1.4285714285714286,רחובות,רחובות,2020-02-21רחובות,NA
IL,Israel,Haifa District,NA,NA,IL-HA,NA,2020-02-21,4,2,39,6,4,-1,haifa-district,-1,4,39,0,0.28571428571428564,4.285714285714286,haifa-district,אזור חיפה,2020-02-21haifa-district,NA
IL,Israel,Haifa District,NA,NA,NA,NA,2020-02-21,6,-2,46,11,3,-1,hadera,-1,6,46,0,2.142857142857143,8.857142857142856,חדרה,חדרה,2020-02-21חדרה,NA
IL,Israel,Haifa District,NA,NA,NA,NA,2020-02-21,3,0,34,2,4,-1,haifa,-1,3,34,0,-0.4285714285714284,2.9999999999999996,חיפה,חיפה,2020-02-21חיפה,NA
IL,Israel,Jerusalem District,NA,NA,IL-JM,NA,2020-02-21,8,4,40,10,4,-1,jerusalem,-1,8,40,0.14285714285714285,1,7.857142857142856,ירושלים,ירושלים,2020-02-21ירושלים,NA
IL,Israel,North District,NA,NA,IL-Z,NA,2020-02-21,5,3,49,5,5,-1,north,-1,5,49,-0.14285714285714285,2.5714285714285707,19,north,אזור צפון,2020-02-21north,NA
IL,Israel,North District,NA,NA,NA,NA,2020-02-21,4,2,31,3,6,-1,akko,-1,4,31,-0.2857142857142857,1.9999999999999998,12.714285714285714,עכו,עכו,2020-02-21עכו,NA
IL,Israel,North District,NA,NA,NA,NA,2020-02-21,6,NA,58,-5,10,-2,golan,-2,6,58,NA,1.1428571428571435,33.14285714285714,קצרין,קצרין,2020-02-21קצרין,NA
IL,Israel,North District,NA,NA,NA,NA,2020-02-21,14,7,46,10,6,-1,kinneret,-1,14,46,0,6.7142857142857135,37.285714285714285,טבריה,טבריה,2020-02-21טבריה,NA
IL,Israel,North District,NA,NA,NA,NA,2020-02-21,5,5,44,9,2,-1,tzfat,-1,5,44,NA,0.5714285714285713,15.428571428571427,צפת,צפת,2020-02-21צפת,NA
IL,Israel,North District,NA,NA,NA,NA,2020-02-21,7,2,37,11,4,-1,yizrael,-1,7,37,0.2857142857142857,2.2857142857142856,9.857142857142858,עפולה,עפולה,2020-02-21עפולה,NA
IL,Israel,South District,NA,NA,IL-D,NA,2020-02-21,6,2,49,9,0,-1,south,-1,6,49,0.7142857142857142,-0.14285714285714274,10.571428571428571,south,אזור דרום,2020-02-21south,NA
IL,Israel,South District,NA,NA,NA,NA,2020-02-21,5,2,32,8,1,-1,ashkelon,-1,5,32,1.1428571428571428,-2.8571428571428577,-3.285714285714286,אשקלון,אשקלון,2020-02-21אשקלון,NA
IL,Israel,South District,NA,NA,NA,NA,2020-02-21,5,3,48,7,0,-1,be'er-sheva,-1,5,48,0.14285714285714285,2.571428571428571,22.71428571428571,באר שבע,באר שבע,2020-02-21באר שבע,NA
IL,Israel,Tel Aviv District,NA,NA,IL-TA,NA,2020-02-21,8,6,48,6,3,-1,tlv,-1,8,48,0.14285714285714285,1.1428571428571426,6.571428571428571,תל אביב-יפו,תל אביב-יפו,2020-02-21תל אביב-יפו,NA
IL,Israel,NA,NA,NA,NA,NA,2020-02-22,-2,-2,-13,-3,0,1,israel,1,-2,-13,0.42857142857142855,0.857142857142857,5.142857142857142,israel,ישראל,2020-02-22israel,NA
