country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,loc,res,rec,park,resMA7,recMA7,parkMA7,loch,town,dateTown,tests
IL,Israel,Center District,NA,NA,NA,NA,2020-04-01,-82,-27,-57,-67,-66,35,petach tikva,35,-82,-57,30.285714285714285,-80,-57.85714285714286,פתח תקווה,פתח תקווה,2020-04-01פתח תקווה,18
IL,Israel,Center District,NA,NA,NA,NA,2020-04-01,-81,-29,-50,-72,-63,35,ramla,35,-81,-50,30.142857142857142,-77.71428571428571,-54.14285714285714,רמלה,רמלה,2020-04-01רמלה,4
IL,Israel,Center District,NA,NA,NA,NA,2020-04-01,-84,-25,-64,-64,-61,33,rehovot,33,-84,-64,29,-82.85714285714286,-64.42857142857143,רחובות,רחובות,2020-04-01רחובות,3
IL,Israel,Haifa District,NA,NA,IL-HA,NA,2020-04-01,-81,NA,-64,-61,-59,30,haifa-district,30,-81,-64,25.999999999999996,-78,-58.57142857142857,haifa-district,אזור חיפה,2020-04-01haifa-district,NA
IL,Israel,Haifa District,NA,NA,NA,NA,2020-04-01,-80,-30,-67,-59,-58,30,hadera,30,-80,-67,25.857142857142854,-75.71428571428571,-57.42857142857143,חדרה,חדרה,2020-04-01חדרה,4
IL,Israel,Haifa District,NA,NA,NA,NA,2020-04-01,-84,-32,-62,-68,-59,29,haifa,29,-84,-62,25.857142857142854,-81.71428571428571,-58.71428571428571,חיפה,חיפה,2020-04-01חיפה,15
IL,Israel,Jerusalem District,NA,NA,IL-JM,NA,2020-04-01,-83,NA,-75,-68,-65,35,jerusalem,35,-83,-75,30.142857142857142,-81.28571428571428,-71.57142857142857,ירושלים,ירושלים,2020-04-01ירושלים,89
IL,Israel,North District,NA,NA,IL-Z,NA,2020-04-01,-76,NA,-61,-48,-52,26,north,26,-76,-61,22.428571428571427,-72.85714285714285,-56.71428571428571,north,אזור צפון,2020-04-01north,NA
IL,Israel,North District,NA,NA,NA,NA,2020-04-01,-73,-29,-50,-49,-50,25,akko,25,-73,-50,21.428571428571427,-71,-45.57142857142857,עכו,עכו,2020-04-01עכו,5
IL,Israel,North District,NA,NA,NA,NA,2020-04-01,-78,NA,-88,-47,-56,29,golan,29,-78,-88,NA,-74.14285714285714,-81.7142857142857,קצרין,קצרין,2020-04-01קצרין,3
IL,Israel,North District,NA,NA,NA,NA,2020-04-01,-79,-39,-78,-53,-55,28,kinneret,28,-79,-78,NA,-77.42857142857143,-79,טבריה,טבריה,2020-04-01טבריה,8
IL,Israel,North District,NA,NA,NA,NA,2020-04-01,-81,-21,-61,-56,-54,28,tzfat,28,-81,-61,NA,-78.28571428571428,-54.85714285714285,צפת,צפת,2020-04-01צפת,9
IL,Israel,North District,NA,NA,NA,NA,2020-04-01,-81,-29,-51,-51,-52,26,yizrael,26,-81,-51,22.57142857142857,-77.42857142857142,-48.28571428571428,עפולה,עפולה,2020-04-01עפולה,5
IL,Israel,South District,NA,NA,IL-D,NA,2020-04-01,-80,NA,-62,-53,-52,27,south,27,-80,-62,23.714285714285715,-76.85714285714286,-61.71428571428571,south,אזור דרום,2020-04-01south,NA
IL,Israel,South District,NA,NA,NA,NA,2020-04-01,-80,-26,-59,-57,-51,28,ashkelon,28,-80,-59,23.714285714285715,-77.42857142857143,-54.857142857142854,אשקלון,אשקלון,2020-04-01אשקלון,9
IL,Israel,South District,NA,NA,NA,NA,2020-04-01,-81,-32,-68,-57,-53,27,be'er-sheva,27,-81,-68,23.57142857142857,-78.99999999999999,-69.71428571428571,באר שבע,באר שבע,2020-04-01באר שבע,19
IL,Israel,Tel Aviv District,NA,NA,IL-TA,NA,2020-04-01,-85,NA,-61,-77,-70,37,tlv,37,-85,-61,32.857142857142854,-83.57142857142856,-61.57142857142856,תל אביב-יפו,תל אביב-יפו,2020-04-01תל אביב-יפו,50
IL,Israel,NA,NA,NA,NA,NA,2020-04-02,-79,-12,-57,-59,-60,32,israel,32,-79,-57,27.14285714285714,-79.14285714285714,-60.14285714285713,israel,ישראל,2020-04-02israel,NA
IL,Israel,Center District,NA,NA,IL-M,NA,2020-04-02,-78,NA,-51,-63,-62,34,center,34,-78,-51,29.000000000000004,-78.99999999999999,-54.99999999999999,center,אזור מרכז,2020-04-02center,NA
IL,Israel,Center District,NA,NA,NA,NA,2020-04-02,-79,-24,-42,-58,-61,33,hasharon,33,-79,-42,27.428571428571423,-79.99999999999999,-52,נתניה,נתניה,2020-04-02נתניה,14
IL,Israel,Center District,NA,NA,NA,NA,2020-04-02,-80,-26,-52,-66,-65,36,petach tikva,36,-80,-52,30.285714285714285,-81.14285714285714,-56.99999999999999,פתח תקווה,פתח תקווה,2020-04-02פתח תקווה,26
IL,Israel,Center District,NA,NA,NA,NA,2020-04-02,-81,-27,-50,-73,-62,36,ramla,36,-81,-50,30.142857142857142,-79.71428571428571,-53.428571428571416,רמלה,רמלה,2020-04-02רמלה,13
IL,Israel,Center District,NA,NA,NA,NA,2020-04-02,-84,-23,-62,-63,-61,34,rehovot,34,-84,-62,29.000000000000004,-84,-64.28571428571428,רחובות,רחובות,2020-04-02רחובות,24
IL,Israel,Haifa District,NA,NA,IL-HA,NA,2020-04-02,-79,NA,-51,-58,-58,30,haifa-district,30,-79,-51,25.999999999999996,-79.42857142857142,-57.57142857142857,haifa-district,אזור חיפה,2020-04-02haifa-district,NA
IL,Israel,Haifa District,NA,NA,NA,NA,2020-04-02,-79,-28,-54,-57,-57,30,hadera,30,-79,-54,25.857142857142854,-77.71428571428571,-56.57142857142856,חדרה,חדרה,2020-04-02חדרה,5
IL,Israel,Haifa District,NA,NA,NA,NA,2020-04-02,-82,-24,-48,-64,-58,30,haifa,30,-82,-48,25.857142857142854,-82.71428571428572,-58.14285714285713,חיפה,חיפה,2020-04-02חיפה,60
IL,Israel,Jerusalem District,NA,NA,IL-JM,NA,2020-04-02,-82,-34,-74,-69,-64,36,jerusalem,36,-82,-74,30.142857142857142,-82.28571428571428,-71.57142857142856,ירושלים,ירושלים,2020-04-02ירושלים,144
IL,Israel,North District,NA,NA,IL-Z,NA,2020-04-02,-74,NA,-54,-45,-51,26,north,26,-74,-54,22.285714285714285,-74.28571428571428,-56.42857142857143,north,אזור צפון,2020-04-02north,NA
IL,Israel,North District,NA,NA,NA,NA,2020-04-02,-71,-24,-38,-45,-49,25,akko,25,-71,-38,21.285714285714285,-72.14285714285714,-45.428571428571416,עכו,עכו,2020-04-02עכו,8
IL,Israel,North District,NA,NA,NA,NA,2020-04-02,-75,-45,-80,-37,-51,26,golan,26,-75,-80,NA,-75.42857142857142,-81.14285714285714,קצרין,קצרין,2020-04-02קצרין,6
IL,Israel,North District,NA,NA,NA,NA,2020-04-02,-79,-37,-80,-49,-54,28,kinneret,28,-79,-80,NA,-78.42857142857143,-79.42857142857142,טבריה,טבריה,2020-04-02טבריה,18
IL,Israel,North District,NA,NA,NA,NA,2020-04-02,-80,-22,-46,-54,-51,27,tzfat,27,-80,-46,NA,-79.57142857142857,-54.14285714285714,צפת,צפת,2020-04-02צפת,17
IL,Israel,North District,NA,NA,NA,NA,2020-04-02,-81,-26,-47,-49,-51,27,yizrael,27,-81,-47,22.57142857142857,-79.71428571428571,-48.28571428571428,עפולה,עפולה,2020-04-02עפולה,5
IL,Israel,South District,NA,NA,IL-D,NA,2020-04-02,-79,NA,-56,-52,-52,28,south,28,-79,-56,23.714285714285715,-78.42857142857143,-61.285714285714285,south,אזור דרום,2020-04-02south,NA
IL,Israel,South District,NA,NA,NA,NA,2020-04-02,-79,-24,-48,-54,-51,28,ashkelon,28,-79,-48,23.714285714285715,-79.14285714285714,-54.71428571428571,אשקלון,אשקלון,2020-04-02אשקלון,12
IL,Israel,South District,NA,NA,NA,NA,2020-04-02,-81,-30,-67,-56,-53,28,be'er-sheva,28,-81,-67,23.571428571428573,-80.42857142857142,-69.71428571428571,באר שבע,באר שבע,2020-04-02באר שבע,54
IL,Israel,Tel Aviv District,NA,NA,IL-TA,NA,2020-04-02,-84,NA,-57,-75,-70,38,tlv,38,-84,-57,32.714285714285715,-84.28571428571428,NA,תל אביב-יפו,תל אביב-יפו,2020-04-02תל אביב-יפו,62
IL,Israel,NA,NA,NA,NA,NA,2020-04-03,-79,-22,-55,-55,-57,19,israel,19,-79,-55,26.85714285714285,-79.14285714285714,-59.14285714285714,israel,ישראל,2020-04-03israel,NA
IL,Israel,Center District,NA,NA,IL-M,NA,2020-04-03,-78,NA,-49,-60,-63,20,center,20,-78,-49,28.714285714285715,-78.85714285714285,-53.71428571428571,center,אזור מרכז,2020-04-03center,NA
IL,Israel,Center District,NA,NA,NA,NA,2020-04-03,-81,-32,-44,-58,-57,19,hasharon,19,-81,-44,27.14285714285714,-79.85714285714286,-51.285714285714285,נתניה,נתניה,2020-04-03נתניה,13
IL,Israel,Center District,NA,NA,NA,NA,2020-04-03,-81,-37,-51,-63,-65,21,petach tikva,21,-81,-51,30,-81.28571428571428,-55.57142857142858,פתח תקווה,פתח תקווה,2020-04-03פתח תקווה,15
IL,Israel,Center District,NA,NA,NA,NA,2020-04-03,-78,-39,-51,-76,-63,20,ramla,20,-78,-51,29.857142857142858,-80.28571428571428,-52.14285714285714,רמלה,רמלה,2020-04-03רמלה,4
IL,Israel,Center District,NA,NA,NA,NA,2020-04-03,-84,-33,-61,-59,-64,20,rehovot,20,-84,-61,28.571428571428573,-84.14285714285714,-63.28571428571428,רחובות,רחובות,2020-04-03רחובות,8
IL,Israel,Haifa District,NA,NA,IL-HA,NA,2020-04-03,-80,NA,-48,-58,-56,19,haifa-district,19,-80,-48,25.57142857142857,-79.57142857142857,-56.42857142857143,haifa-district,אזור חיפה,2020-04-03haifa-district,NA
IL,Israel,Haifa District,NA,NA,NA,NA,2020-04-03,-79,-32,-44,-54,-50,18,hadera,18,-79,-44,25.57142857142857,-78.28571428571428,-55.71428571428571,חדרה,חדרה,2020-04-03חדרה,9
IL,Israel,Haifa District,NA,NA,NA,NA,2020-04-03,-84,-33,-53,-66,-60,19,haifa,19,-84,-53,25.428571428571427,-82.71428571428572,-56.99999999999999,חיפה,חיפה,2020-04-03חיפה,22
IL,Israel,Jerusalem District,NA,NA,IL-JM,NA,2020-04-03,-80,-37,-69,-68,-57,20,jerusalem,20,-80,-69,29.857142857142858,-82.14285714285714,-70.71428571428571,ירושלים,ירושלים,2020-04-03ירושלים,133
IL,Israel,North District,NA,NA,IL-Z,NA,2020-04-03,-75,NA,-55,-45,-44,16,north,16,-75,-55,21.857142857142854,-74.28571428571428,-55.857142857142854,north,אזור צפון,2020-04-03north,NA
IL,Israel,North District,NA,NA,NA,NA,2020-04-03,-73,-36,-43,-44,-43,15,akko,15,-73,-43,20.857142857142854,-71.71428571428572,-43.57142857142857,עכו,עכו,2020-04-03עכו,2
IL,Israel,North District,NA,NA,NA,NA,2020-04-03,-82,-45,-84,-44,-34,NA,golan,NA,-82,-84,NA,-75.42857142857143,-81.28571428571428,קצרין,קצרין,2020-04-03קצרין,6
IL,Israel,North District,NA,NA,NA,NA,2020-04-03,-77,-39,-81,-52,-47,16,kinneret,16,-77,-81,NA,-78.42857142857142,-79.14285714285712,טבריה,טבריה,2020-04-03טבריה,23
IL,Israel,North District,NA,NA,NA,NA,2020-04-03,-80,-25,-60,-50,-46,15,tzfat,15,-80,-60,NA,-79.71428571428571,-52.99999999999999,צפת,צפת,2020-04-03צפת,6
IL,Israel,North District,NA,NA,NA,NA,2020-04-03,-80,-28,-48,-48,-47,16,yizrael,16,-80,-48,22.285714285714285,-80.57142857142857,-48.285714285714285,עפולה,עפולה,2020-04-03עפולה,1
IL,Israel,South District,NA,NA,IL-D,NA,2020-04-03,-77,NA,-61,-48,-54,16,south,16,-77,-61,23.428571428571427,-78.85714285714286,-60.71428571428571,south,אזור דרום,2020-04-03south,NA
IL,Israel,South District,NA,NA,NA,NA,2020-04-03,-78,-30,-52,-54,-53,16,ashkelon,16,-78,-52,23.571428571428573,-79.7142857142857,-54.142857142857146,אשקלון,אשקלון,2020-04-03אשקלון,22
IL,Israel,South District,NA,NA,NA,NA,2020-04-03,-80,-34,-73,-54,-54,17,be'er-sheva,17,-80,-73,23.285714285714285,-80.85714285714285,-69.28571428571428,באר שבע,באר שבע,2020-04-03באר שבע,17
IL,Israel,Tel Aviv District,NA,NA,IL-TA,NA,2020-04-03,-84,-31,-56,-70,-65,24,tlv,24,-84,-56,32.42857142857142,-84.14285714285714,NA,תל אביב-יפו,תל אביב-יפו,2020-04-03תל אביב-יפו,26
IL,Israel,NA,NA,NA,NA,NA,2020-04-04,-88,-30,-72,-58,-42,16,israel,16,-88,-72,26.571428571428566,-77.85714285714285,-58.14285714285713,israel,ישראל,2020-04-04israel,NA
IL,Israel,Center District,NA,NA,IL-M,NA,2020-04-04,-90,NA,-71,-65,-45,17,center,17,-90,-71,28.571428571428573,-77.28571428571428,-52.14285714285714,center,אזור מרכז,2020-04-04center,NA
IL,Israel,Center District,NA,NA,NA,NA,2020-04-04,-89,-46,-72,-62,-41,16,hasharon,16,-89,-72,26.857142857142854,-78.42857142857143,-49.71428571428571,נתניה,נתניה,2020-04-04נתניה,20
IL,Israel,Center District,NA,NA,NA,NA,2020-04-04,-92,-43,-74,-65,-45,17,petach tikva,17,-92,-74,29.71428571428571,-79.85714285714285,-53.42857142857143,פתח תקווה,פתח תקווה,2020-04-04פתח תקווה,10
IL,Israel,Center District,NA,NA,NA,NA,2020-04-04,-89,-48,-72,-82,-43,17,ramla,17,-89,-72,29.71428571428571,-78.71428571428571,-50.57142857142857,רמלה,רמלה,2020-04-04רמלה,1
IL,Israel,Center District,NA,NA,NA,NA,2020-04-04,-94,-48,-76,-66,-45,17,rehovot,17,-94,-76,28.42857142857143,-83,-62.14285714285714,רחובות,רחובות,2020-04-04רחובות,4
IL,Israel,Haifa District,NA,NA,IL-HA,NA,2020-04-04,-88,NA,-70,-58,-39,16,haifa-district,16,-88,-70,25.285714285714285,-78.14285714285712,-55.428571428571416,haifa-district,אזור חיפה,2020-04-04haifa-district,NA
IL,Israel,Haifa District,NA,NA,NA,NA,2020-04-04,-85,-47,-68,-57,-35,16,hadera,16,-85,-68,25.285714285714285,-76.85714285714285,-54.71428571428571,חדרה,חדרה,2020-04-04חדרה,10
IL,Israel,Haifa District,NA,NA,NA,NA,2020-04-04,-92,-49,-72,-68,-41,16,haifa,16,-92,-72,25.142857142857142,-81.57142857142856,-55.999999999999986,חיפה,חיפה,2020-04-04חיפה,39
IL,Israel,Jerusalem District,NA,NA,IL-JM,NA,2020-04-04,-90,-44,-73,-69,-38,17,jerusalem,17,-90,-73,29.57142857142857,-81.14285714285712,-69.71428571428571,ירושלים,ירושלים,2020-04-04ירושלים,73
IL,Israel,North District,NA,NA,IL-Z,NA,2020-04-04,-81,NA,-70,-48,-38,14,north,14,-81,-70,21.571428571428573,-72.57142857142857,-55.42857142857142,north,אזור צפון,2020-04-04north,NA
IL,Israel,North District,NA,NA,NA,NA,2020-04-04,-79,-53,-58,-45,-40,13,akko,13,-79,-58,20.57142857142857,-70,-42.14285714285714,עכו,עכו,2020-04-04עכו,11
IL,Israel,North District,NA,NA,NA,NA,2020-04-04,-83,NA,-88,-49,-31,NA,golan,NA,-83,-88,NA,-74.28571428571428,-81.28571428571428,קצרין,קצרין,2020-04-04קצרין,4
IL,Israel,North District,NA,NA,NA,NA,2020-04-04,-87,-54,-88,-57,-41,NA,kinneret,NA,-87,-88,NA,-77.57142857142856,-78.99999999999999,טבריה,טבריה,2020-04-04טבריה,12
IL,Israel,North District,NA,NA,NA,NA,2020-04-04,-90,-38,-75,-59,-30,NA,tzfat,NA,-90,-75,NA,-78.71428571428571,-52.857142857142854,צפת,צפת,2020-04-04צפת,4
IL,Israel,North District,NA,NA,NA,NA,2020-04-04,-87,-39,-63,-52,-38,15,yizrael,15,-87,-63,22.142857142857142,-78.85714285714285,-48.14285714285714,עפולה,עפולה,2020-04-04עפולה,10
IL,Israel,South District,NA,NA,IL-D,NA,2020-04-04,-89,NA,-76,-56,-36,14,south,14,-89,-76,23.142857142857142,-77.57142857142857,-59.857142857142854,south,אזור דרום,2020-04-04south,NA
IL,Israel,South District,NA,NA,NA,NA,2020-04-04,-91,-47,-73,-63,-32,13,ashkelon,13,-91,-73,23.428571428571427,-78.28571428571429,-53,אשקלון,אשקלון,2020-04-04אשקלון,3
IL,Israel,South District,NA,NA,NA,NA,2020-04-04,-90,-41,-79,-58,-38,14,be'er-sheva,14,-90,-79,23.142857142857142,-79.85714285714285,-68.85714285714285,באר שבע,באר שבע,2020-04-04באר שבע,11
IL,Israel,Tel Aviv District,NA,NA,IL-TA,NA,2020-04-04,-92,-35,-74,-71,-55,21,tlv,21,-92,-74,31.999999999999996,-83.14285714285714,NA,תל אביב-יפו,תל אביב-יפו,2020-04-04תל אביב-יפו,34
IL,Israel,NA,NA,NA,NA,NA,2020-04-05,-75,6,-52,-57,-60,30,israel,30,-75,-52,27.714285714285715,-79,-59.71428571428571,israel,ישראל,2020-04-05israel,NA
IL,Israel,Center District,NA,NA,IL-M,NA,2020-04-05,-75,NA,-47,-61,-63,32,center,32,-75,-47,29.857142857142858,-78.71428571428571,-54.142857142857146,center,אזור מרכז,2020-04-05center,NA
IL,Israel,Center District,NA,NA,NA,NA,2020-04-05,-76,-11,-49,-58,-61,30,hasharon,30,-76,-49,27.857142857142854,-79.42857142857142,-51.42857142857142,נתניה,נתניה,2020-04-05נתניה,9
IL,Israel,Center District,NA,NA,NA,NA,2020-04-05,-77,-9,-48,-64,-66,33,petach tikva,33,-77,-48,30.857142857142858,-81.14285714285714,-55.285714285714285,פתח תקווה,פתח תקווה,2020-04-05פתח תקווה,29
IL,Israel,Center District,NA,NA,NA,NA,2020-04-05,-77,-7,-44,-73,-63,33,ramla,33,-77,-44,31,-80,-53.85714285714286,רמלה,רמלה,2020-04-05רמלה,3
IL,Israel,Center District,NA,NA,NA,NA,2020-04-05,-80,-3,-58,-61,-61,32,rehovot,32,-80,-58,29.857142857142858,-84.14285714285714,-63.99999999999999,רחובות,רחובות,2020-04-05רחובות,9
IL,Israel,Haifa District,NA,NA,IL-HA,NA,2020-04-05,-75,NA,-49,-57,-58,28,haifa-district,28,-75,-49,26.428571428571427,-79,-56.57142857142856,haifa-district,אזור חיפה,2020-04-05haifa-district,NA
IL,Israel,Haifa District,NA,NA,NA,NA,2020-04-05,-74,-13,-48,-54,-57,28,hadera,28,-74,-48,26.285714285714285,-77.7142857142857,-55.57142857142857,חדרה,חדרה,2020-04-05חדרה,3
IL,Israel,Haifa District,NA,NA,NA,NA,2020-04-05,-78,-14,-52,-64,-58,28,haifa,28,-78,-52,26.428571428571427,-82.42857142857142,-57.42857142857142,חיפה,חיפה,2020-04-05חיפה,11
IL,Israel,Jerusalem District,NA,NA,IL-JM,NA,2020-04-05,-80,NA,-67,-65,-65,34,jerusalem,34,-80,-67,29.71428571428571,-82.42857142857142,-71.14285714285714,ירושלים,ירושלים,2020-04-05ירושלים,176
IL,Israel,North District,NA,NA,IL-Z,NA,2020-04-05,-71,NA,-47,-41,-49,23,north,23,-71,-47,22.57142857142857,-73.57142857142857,-56.42857142857142,north,אזור צפון,2020-04-05north,NA
IL,Israel,North District,NA,NA,NA,NA,2020-04-05,-69,-13,-37,-42,-48,22,akko,22,-69,-37,21.714285714285715,-70.85714285714286,-42.42857142857143,עכו,עכו,2020-04-05עכו,1
IL,Israel,North District,NA,NA,NA,NA,2020-04-05,-65,NA,-75,-29,-51,21,golan,21,-65,-75,NA,-74.71428571428571,-81.57142857142857,קצרין,קצרין,2020-04-05קצרין,3
IL,Israel,North District,NA,NA,NA,NA,2020-04-05,-76,-27,-75,-47,-52,24,kinneret,24,-76,-75,NA,-78.57142857142856,-80.28571428571429,טבריה,טבריה,2020-04-05טבריה,6
IL,Israel,North District,NA,NA,NA,NA,2020-04-05,-75,-7,-38,-51,-53,24,tzfat,24,-75,-38,NA,-79.85714285714286,-54.28571428571428,צפת,צפת,2020-04-05צפת,3
IL,Israel,North District,NA,NA,NA,NA,2020-04-05,-79,-14,-39,-44,-49,23,yizrael,23,-79,-39,23.285714285714285,-79.57142857142857,-49.42857142857142,עפולה,עפולה,2020-04-05עפולה,2
IL,Israel,South District,NA,NA,IL-D,NA,2020-04-05,-74,NA,-52,-51,-53,27,south,27,-74,-52,24.428571428571427,-78.71428571428572,-61.857142857142854,south,אזור דרום,2020-04-05south,NA
IL,Israel,South District,NA,NA,NA,NA,2020-04-05,-75,-3,-47,-55,-52,27,ashkelon,27,-75,-47,24.857142857142854,-79.57142857142858,-55.142857142857146,אשקלון,אשקלון,2020-04-05אשקלון,9
IL,Israel,South District,NA,NA,NA,NA,2020-04-05,-77,-17,-62,-56,-54,26,be'er-sheva,26,-77,-62,24.28571428571428,-80.99999999999999,-70.57142857142857,באר שבע,באר שבע,2020-04-05באר שבע,25
IL,Israel,Tel Aviv District,NA,NA,IL-TA,NA,2020-04-05,-80,NA,NA,-74,-70,35,tlv,35,-80,NA,32.857142857142854,-83.85714285714285,NA,תל אביב-יפו,תל אביב-יפו,2020-04-05תל אביב-יפו,32
IL,Israel,NA,NA,NA,NA,NA,2020-04-06,-73,22,-55,-52,-60,29,israel,29,-73,-55,28.999999999999996,-81.42857142857144,-62.57142857142857,israel,ישראל,2020-04-06israel,NA
IL,Israel,Center District,NA,NA,IL-M,NA,2020-04-06,-72,NA,-47,-56,-63,32,center,32,-72,-47,31.14285714285714,-81.42857142857142,-57.42857142857143,center,אזור מרכז,2020-04-06center,NA
IL,Israel,Center District,NA,NA,NA,NA,2020-04-06,-73,8,-47,-50,-62,30,hasharon,30,-73,-47,29.14285714285714,-81.57142857142857,-55.14285714285714,נתניה,נתניה,2020-04-06נתניה,55
IL,Israel,Center District,NA,NA,NA,NA,2020-04-06,-75,6,-49,-59,-66,33,petach tikva,33,-75,-49,31.714285714285715,-83.57142857142857,-58.99999999999999,פתח תקווה,פתח תקווה,2020-04-06פתח תקווה,72
IL,Israel,Center District,NA,NA,NA,NA,2020-04-06,-74,5,-41,-69,-63,33,ramla,33,-74,-41,32.14285714285714,-82.42857142857142,-57.99999999999999,רמלה,רמלה,2020-04-06רמלה,9
IL,Israel,Center District,NA,NA,NA,NA,2020-04-06,-78,13,-59,-54,-61,31,rehovot,31,-78,-59,31.428571428571423,-86.14285714285714,-66.71428571428571,רחובות,רחובות,2020-04-06רחובות,35
IL,Israel,Haifa District,NA,NA,IL-HA,NA,2020-04-06,-73,NA,-54,-52,-57,27,haifa-district,27,-73,-54,28.142857142857142,-81.14285714285715,-59.57142857142856,haifa-district,אזור חיפה,2020-04-06haifa-district,NA
IL,Israel,Haifa District,NA,NA,NA,NA,2020-04-06,-72,2,-52,-49,-57,28,hadera,28,-72,-52,28,-79.57142857142856,-58.14285714285714,חדרה,חדרה,2020-04-06חדרה,14
IL,Israel,Haifa District,NA,NA,NA,NA,2020-04-06,-76,1,-54,-59,-58,27,haifa,27,-76,-54,28.285714285714285,-84.42857142857142,-60.857142857142854,חיפה,חיפה,2020-04-06חיפה,69
IL,Israel,Jerusalem District,NA,NA,IL-JM,NA,2020-04-06,-77,NA,-66,-63,-65,33,jerusalem,33,-77,-66,28.57142857142857,-84.71428571428572,-73.42857142857143,ירושלים,ירושלים,2020-04-06ירושלים,166
IL,Israel,North District,NA,NA,IL-Z,NA,2020-04-06,-67,NA,-46,-37,-50,23,north,23,-67,-46,24.14285714285714,-75.85714285714285,-59.14285714285714,north,אזור צפון,2020-04-06north,NA
IL,Israel,North District,NA,NA,NA,NA,2020-04-06,-64,-2,-33,-37,-48,22,akko,22,-64,-33,23.57142857142857,-73,-46,עכו,עכו,2020-04-06עכו,5
IL,Israel,North District,NA,NA,NA,NA,2020-04-06,-68,NA,-73,-34,-51,23,golan,23,-68,-73,NA,-76.42857142857142,-83,קצרין,קצרין,2020-04-06קצרין,7
IL,Israel,North District,NA,NA,NA,NA,2020-04-06,-73,-15,-74,-42,-53,25,kinneret,25,-73,-74,NA,-80.57142857142857,-82.14285714285714,טבריה,טבריה,2020-04-06טבריה,65
IL,Israel,North District,NA,NA,NA,NA,2020-04-06,-72,12,-38,-45,-53,25,tzfat,25,-72,-38,NA,-82.14285714285714,-58.14285714285714,צפת,צפת,2020-04-06צפת,8
IL,Israel,North District,NA,NA,NA,NA,2020-04-06,-75,4,-43,-40,-51,24,yizrael,24,-75,-43,24.999999999999996,-81.42857142857143,-51.99999999999999,עפולה,עפולה,2020-04-06עפולה,12
IL,Israel,South District,NA,NA,IL-D,NA,2020-04-06,-73,NA,-57,-43,-53,25,south,25,-73,-57,25.857142857142854,-81.28571428571428,-65.57142857142857,south,אזור דרום,2020-04-06south,NA
IL,Israel,South District,NA,NA,NA,NA,2020-04-06,-73,7,-46,-48,-53,26,ashkelon,26,-73,-46,26.428571428571427,-82.28571428571428,-59.57142857142857,אשקלון,אשקלון,2020-04-06אשקלון,45
IL,Israel,South District,NA,NA,NA,NA,2020-04-06,-76,-1,-67,-48,-54,25,be'er-sheva,25,-76,-67,25.857142857142858,-83.14285714285714,-73.28571428571428,באר שבע,באר שבע,2020-04-06באר שבע,47
IL,Israel,Tel Aviv District,NA,NA,IL-TA,NA,2020-04-06,-80,NA,-55,-72,-70,35,tlv,35,-80,-55,34,-85.71428571428571,NA,תל אביב-יפו,תל אביב-יפו,2020-04-06תל אביב-יפו,80
IL,Israel,NA,NA,NA,NA,NA,2020-04-07,-71,25,-54,-49,-62,29,israel,29,-71,-54,29.28571428571428,-82.28571428571428,-64.42857142857143,israel,ישראל,2020-04-07israel,NA
IL,Israel,Center District,NA,NA,IL-M,NA,2020-04-07,-69,NA,-45,-53,-65,32,center,32,-69,-45,31.42857142857142,-82.42857142857143,-59.42857142857143,center,אזור מרכז,2020-04-07center,NA
IL,Israel,Center District,NA,NA,NA,NA,2020-04-07,-70,12,-41,-48,-64,29,hasharon,29,-70,-41,29.428571428571423,-82.14285714285714,-57.857142857142854,נתניה,נתניה,2020-04-07נתניה,22
IL,Israel,Center District,NA,NA,NA,NA,2020-04-07,-72,6,-43,-55,-68,33,petach tikva,33,-72,-43,32,-84.42857142857142,-60.99999999999999,פתח תקווה,פתח תקווה,2020-04-07פתח תקווה,33
IL,Israel,Center District,NA,NA,NA,NA,2020-04-07,-71,3,-46,-67,-66,34,ramla,34,-71,-46,32.42857142857143,-83.71428571428571,-60.71428571428571,רמלה,רמלה,2020-04-07רמלה,11
IL,Israel,Center District,NA,NA,NA,NA,2020-04-07,-77,6,-55,-51,-64,32,rehovot,32,-77,-55,31.71428571428571,-87,-68.14285714285714,רחובות,רחובות,2020-04-07רחובות,18
IL,Israel,Haifa District,NA,NA,IL-HA,NA,2020-04-07,-71,NA,-52,-49,-59,27,haifa-district,27,-71,-52,28.285714285714285,-81.85714285714285,-61.714285714285715,haifa-district,אזור חיפה,2020-04-07haifa-district,NA
IL,Israel,Haifa District,NA,NA,NA,NA,2020-04-07,-69,12,-50,-46,-59,27,hadera,27,-69,-50,28.285714285714285,-80.28571428571428,-61.28571428571429,חדרה,חדרה,2020-04-07חדרה,11
IL,Israel,Haifa District,NA,NA,NA,NA,2020-04-07,-75,8,-51,-56,-59,27,haifa,27,-75,-51,28.57142857142857,-84.99999999999999,-62.14285714285714,חיפה,חיפה,2020-04-07חיפה,16
IL,Israel,Jerusalem District,NA,NA,IL-JM,NA,2020-04-07,-76,NA,-64,-63,-69,32,jerusalem,32,-76,-64,28.714285714285715,-85.85714285714285,-75,ירושלים,ירושלים,2020-04-07ירושלים,351
